id,source_drug_id,target_drug_id
48271,DB00605,DB00679
48272,DB00605,DB00696
48273,DB00605,DB00699
48274,DB00605,DB00708
48275,DB00605,DB00723
48276,DB00605,DB00726
48277,DB00605,DB00734
48278,DB00605,DB00752
48279,DB00605,DB00753
48280,DB00605,DB00777
48281,DB00605,DB00802
48282,DB00605,DB00805
48283,DB00605,DB00816
48284,DB00605,DB00818
48285,DB00605,DB00830
48286,DB00605,DB00831
48287,DB00605,DB00852
48288,DB00605,DB00865
48289,DB00605,DB00867
48290,DB00605,DB00875
48291,DB00605,DB00899
48292,DB00605,DB00901
48293,DB00605,DB00935
48294,DB00605,DB00937
48295,DB00605,DB00938
48296,DB00605,DB00952
48297,DB00605,DB00983
48298,DB00605,DB00998
48299,DB00605,DB01028
48300,DB00605,DB01037
48301,DB00605,DB01049
48302,DB00605,DB01064
48303,DB00605,DB01102
48304,DB00605,DB01126
48305,DB00605,DB01159
48306,DB00605,DB01171
48307,DB00605,DB01186
48308,DB00605,DB01189
48309,DB00605,DB01200
48310,DB00605,DB01216
48311,DB00605,DB01238
48312,DB00605,DB01247
48313,DB00605,DB01253
48314,DB00605,DB01255
48315,DB00605,DB01288
48316,DB00605,DB01291
48317,DB00605,DB01363
48318,DB00605,DB01364
48319,DB00605,DB01365
48320,DB00605,DB01366
48321,DB00605,DB01392
48322,DB00605,DB01403
48323,DB00605,DB01407
48324,DB00605,DB01408
48325,DB00605,DB01442
48326,DB00605,DB01454
48327,DB00605,DB01467
48328,DB00605,DB01472
48329,DB00605,DB01484
48330,DB00605,DB01509
48331,DB00605,DB01556
48332,DB00605,DB01576
48333,DB00605,DB01579
48334,DB00605,DB01591
48335,DB00605,DB01608
48336,DB00605,DB01614
48337,DB00605,DB01622
48338,DB00605,DB01624
48339,DB00605,DB02032
48340,DB00605,DB04017
48341,DB00605,DB04581
48342,DB00605,DB04818
48343,DB00605,DB04820
48344,DB00606,DB00346
48345,DB00606,DB01143
48346,DB00606,DB01119
48347,DB00606,DB01342
48348,DB00606,DB01349
48349,DB00606,DB06763
48350,DB00606,DB08822
48351,DB00606,DB09279
48352,DB00606,DB00422
48353,DB00606,DB06701
48354,DB00606,DB08935
48355,DB00606,DB00806
48356,DB00606,DB00073
48357,DB00606,DB00191
48358,DB00606,DB00211
48359,DB00606,DB00216
48360,DB00606,DB00221
48361,DB00606,DB00247
48362,DB00606,DB00248
48363,DB00606,DB00315
48364,DB00606,DB00320
48365,DB00606,DB00344
48366,DB00606,DB00353
48367,DB00606,DB00370
48368,DB00606,DB00388
48369,DB00606,DB00397
48370,DB00606,DB00420
48371,DB00606,DB00450
48372,DB00606,DB00540
48373,DB00606,DB00543
48374,DB00606,DB00561
48375,DB00606,DB00572
48376,DB00606,DB00589
48377,DB00606,DB00610
48378,DB00606,DB00656
48379,DB00606,DB00696
48380,DB00606,DB00699
48381,DB00606,DB00723
48382,DB00606,DB00726
48383,DB00606,DB00734
48384,DB00606,DB00777
48385,DB00606,DB00816
48386,DB00606,DB00830
48387,DB00606,DB00831
48388,DB00606,DB00852
48389,DB00606,DB00865
48390,DB00606,DB00867
48391,DB00606,DB00875
48392,DB00606,DB00901
48393,DB00606,DB00935
48394,DB00606,DB00937
48395,DB00606,DB00938
48396,DB00606,DB00952
48397,DB00606,DB00983
48398,DB00606,DB00998
48399,DB00606,DB01028
48400,DB00606,DB01049
48401,DB00606,DB01064
48402,DB00606,DB01102
48403,DB00606,DB01126
48404,DB00606,DB01182
48405,DB00606,DB01186
48406,DB00606,DB01216
48407,DB00606,DB01253
48408,DB00606,DB01255
48409,DB00606,DB01288
48410,DB00606,DB01291
48411,DB00606,DB01363
48412,DB00606,DB01365
48413,DB00606,DB01366
48414,DB00606,DB01392
48415,DB00606,DB01403
48416,DB00606,DB01407
48417,DB00606,DB01408
48418,DB00606,DB01442
48419,DB00606,DB01454
48420,DB00606,DB01467
48421,DB00606,DB01472
48422,DB00606,DB01484
48423,DB00606,DB01509
48424,DB00606,DB01556
48425,DB00606,DB01576
48426,DB00606,DB01579
48427,DB00606,DB01591
48428,DB00606,DB01608
48429,DB00606,DB01614
48430,DB00606,DB01622
48431,DB00606,DB01624
48432,DB00606,DB02032
48433,DB00606,DB04581
48434,DB00606,DB04829
48435,DB00606,DB04836
48436,DB00606,DB04855
48437,DB00606,DB04908
48438,DB00606,DB04946
48439,DB00606,DB05039
48440,DB00606,DB05395
48441,DB00606,DB05562
48442,DB00606,DB06016
48443,DB00606,DB06148
48444,DB00607,DB00091
48445,DB00607,DB01238
48446,DB00607,DB14185
48447,DB00607,DB00270
48448,DB00607,DB00343
48449,DB00607,DB00347
48450,DB00607,DB00381
48451,DB00607,DB00393
48452,DB00607,DB00401
48453,DB00607,DB00528
48454,DB00607,DB00555
48455,DB00607,DB00568
48456,DB00607,DB00593
48457,DB00607,DB00622
48458,DB00607,DB00653
48459,DB00607,DB00661
48460,DB00607,DB00836
48461,DB00607,DB00909
48462,DB00607,DB01023
48463,DB00607,DB01054
48464,DB00607,DB01074
48465,DB00607,DB01115
48466,DB00607,DB01118
48467,DB00607,DB01136
48468,DB00607,DB01244
48469,DB00607,DB01388
48470,DB00607,DB04743
48471,DB00607,DB04825
48472,DB00607,DB04838
48473,DB00607,DB04841
48474,DB00607,DB04842
48475,DB00607,DB04920
48476,DB00607,DB05246
48477,DB00607,DB05885
48478,DB00607,DB06152
48479,DB00607,DB06283
48480,DB00607,DB06446
48481,DB00607,DB06694
48482,DB00607,DB06712
48483,DB00607,DB07615
48484,DB00607,DB08162
48485,DB00607,DB08838
48486,DB00607,DB08980
48487,DB00607,DB08992
48488,DB00607,DB09089
48489,DB00607,DB09090
48490,DB00607,DB09216
48491,DB00607,DB09227
48492,DB00607,DB09229
48493,DB00607,DB09230
48494,DB00607,DB09231
48495,DB00607,DB09232
48496,DB00607,DB09234
48497,DB00607,DB09235
48498,DB00607,DB09236
48499,DB00607,DB09238
48500,DB00607,DB09239
48501,DB00607,DB09240
48502,DB00607,DB11960
48503,DB00607,DB12092
48504,DB00607,DB12093
48505,DB00607,DB12131
48506,DB00607,DB12923
48507,DB00607,DB13488
48508,DB00607,DB13500
48509,DB00607,DB13725
48510,DB00607,DB13766
48511,DB00607,DB13791
48512,DB00607,DB13835
48513,DB00607,DB13950
48514,DB00607,DB13961
48515,DB00607,DB14063
48516,DB00607,DB14064
48517,DB00607,DB14065
48518,DB00607,DB14066
48519,DB00607,DB14068
48520,DB00607,DB09102
48521,DB00607,DB00563
48522,DB00607,DB01032
48523,DB00607,DB00254
48524,DB00607,DB00256
48525,DB00607,DB00453
48526,DB00607,DB00560
48527,DB00607,DB00595
48528,DB00607,DB00618
48529,DB00607,DB00759
48530,DB00607,DB00931
48531,DB00607,DB01017
48532,DB00607,DB01301
48533,DB00607,DB12035
48534,DB00607,DB12329
48535,DB00607,DB12455
48536,DB00607,DB13092
48537,DB00607,DB13264
48538,DB00607,DB01181
48539,DB00607,DB08883
48540,DB00607,DB00682
48541,DB00607,DB01418
48542,DB00607,DB08496
48543,DB00607,DB08735
48544,DB00608,DB09083
48545,DB00608,DB00103
48546,DB00608,DB00202
48547,DB00608,DB00416
48548,DB00608,DB00483
48549,DB00608,DB00565
48550,DB00608,DB00728
48551,DB00608,DB00732
48552,DB00608,DB01135
48553,DB00608,DB01226
48554,DB00608,DB01245
48555,DB00608,DB01336
48556,DB00608,DB01337
48557,DB00608,DB01338
48558,DB00608,DB01339
48559,DB00608,DB04834
48560,DB00608,DB11156
48561,DB00608,DB12989
48562,DB00608,DB13295
48563,DB00608,DB13584
48564,DB00608,DB13648
48565,DB00608,DB01199
48566,DB00608,DB06697
48567,DB00608,DB06708
48568,DB00608,DB09128
48569,DB00608,DB09039
48570,DB00608,DB00750
48571,DB00608,DB00834
48572,DB00608,DB00415
48573,DB00608,DB00289
48574,DB00608,DB01575
48575,DB00608,DB00358
48576,DB00608,DB01370
48577,DB00608,DB01377
48578,DB00608,DB01390
48579,DB00608,DB06723
48580,DB00608,DB06724
48581,DB00608,DB08938
48582,DB00608,DB09104
48583,DB00608,DB09281
48584,DB00608,DB09481
48585,DB00608,DB13209
48586,DB00608,DB13249
48587,DB00608,DB13280
48588,DB00608,DB13322
48589,DB00608,DB13486
48590,DB00608,DB13595
48591,DB00608,DB13626
48592,DB00608,DB13650
48593,DB00608,DB13829
48594,DB00608,DB14517
48595,DB00608,DB06792
48596,DB00608,DB10062
48597,DB00608,DB10283
48598,DB00608,DB11603
48599,DB00608,DB00372
48600,DB00608,DB00508
48601,DB00608,DB00623
48602,DB00608,DB00680
48603,DB00608,DB00831
48604,DB00608,DB01063
48605,DB00608,DB01246
48606,DB00608,DB01608
48607,DB00608,DB01614
48608,DB00608,DB01615
48609,DB00608,DB01622
48610,DB00608,DB05687
48611,DB00608,DB09000
48612,DB00608,DB09241
48613,DB00608,DB11540
48614,DB00608,DB12710
48615,DB00608,DB13213
48616,DB00608,DB13382
48617,DB00608,DB13420
48618,DB00608,DB13784
48619,DB00608,DB14651
48620,DB00608,DB00250
48621,DB00608,DB00511
48622,DB00608,DB01078
48623,DB00608,DB01092
48624,DB00608,DB12843
48625,DB00608,DB13240
48626,DB00608,DB13307
48627,DB00608,DB13467
48628,DB00608,DB13537
48629,DB00608,DB13756
48630,DB00608,DB13401
48631,DB00608,DB00261
48632,DB00608,DB00280
48633,DB00608,DB00283
48634,DB00608,DB00308
48635,DB00608,DB00313
48636,DB00608,DB00365
48637,DB00608,DB00539
48638,DB00608,DB00685
48639,DB00608,DB00875
48640,DB00608,DB00907
48641,DB00608,DB01169
48642,DB00608,DB01208
48643,DB00608,DB01356
48644,DB00609,DB00260
48645,DB00609,DB00951
48646,DB00609,DB09268
48647,DB00609,DB00898
48648,DB00609,DB12768
48649,DB00609,DB14022
48650,DB00609,DB00266
48651,DB00609,DB00498
48652,DB00609,DB00682
48653,DB00609,DB00946
48654,DB00609,DB01418
48655,DB00609,DB03410
48656,DB00609,DB04665
48657,DB00609,DB08496
48658,DB00609,DB08794
48659,DB00609,DB13136
48660,DB00609,DB13275
48661,DB00609,DB13347
48662,DB00609,DB13451
48663,DB00609,DB14055
48664,DB00609,DB00581
48665,DB00609,DB00017
48666,DB00609,DB00024
48667,DB00609,DB00066
48668,DB00609,DB00279
48669,DB00609,DB00389
48670,DB00609,DB00451
48671,DB00609,DB00550
48672,DB00609,DB00763
48673,DB00609,DB01583
48674,DB00609,DB03374
48675,DB00609,DB03604
48676,DB00609,DB05084
48677,DB00609,DB05829
48678,DB00609,DB06285
48679,DB00609,DB06715
48680,DB00609,DB07637
48681,DB00609,DB09100
48682,DB00609,DB09418
48683,DB00609,DB09421
48684,DB00609,DB12629
48685,DB00609,DB13644
48686,DB00609,DB13742
48687,DB00609,DB13804
48688,DB00609,DB15263
48689,DB00609,DB14513
48690,DB00609,DB14443
48691,DB00610,DB00177
48692,DB00610,DB00178
48693,DB00610,DB00206
48694,DB00610,DB00212
48695,DB00610,DB00214
48696,DB00610,DB00270
48697,DB00610,DB00275
48698,DB00610,DB00310
48699,DB00610,DB00325
48700,DB00610,DB00343
48701,DB00610,DB00350
48702,DB00610,DB00374
48703,DB00610,DB00381
48704,DB00610,DB00393
48705,DB00610,DB00401
48706,DB00610,DB00436
48707,DB00610,DB00492
48708,DB00610,DB00519
48709,DB00610,DB00524
48710,DB00610,DB00528
48711,DB00610,DB00542
48712,DB00610,DB00559
48713,DB00610,DB00584
48714,DB00610,DB00606
48715,DB00610,DB00616
48716,DB00610,DB00657
48717,DB00610,DB00678
48718,DB00610,DB00691
48719,DB00610,DB00700
48720,DB00610,DB00722
48721,DB00610,DB00727
48722,DB00610,DB00765
48723,DB00610,DB00774
48724,DB00610,DB00785
48725,DB00610,DB00790
48726,DB00610,DB00796
48727,DB00610,DB00800
48728,DB00610,DB00808
48729,DB00610,DB00820
48730,DB00610,DB00876
48731,DB00610,DB00880
48732,DB00610,DB00881
48733,DB00610,DB00966
48734,DB00610,DB00968
48735,DB00610,DB00999
48736,DB00610,DB01021
48737,DB00610,DB01029
48738,DB00610,DB01054
48739,DB00610,DB01089
48740,DB00610,DB01090
48741,DB00610,DB01116
48742,DB00610,DB01119
48743,DB00610,DB01197
48744,DB00610,DB01240
48745,DB00610,DB01244
48746,DB00610,DB01275
48747,DB00610,DB01324
48748,DB00610,DB01340
48749,DB00610,DB01347
48750,DB00610,DB01348
48751,DB00610,DB01388
48752,DB00610,DB04831
48753,DB00610,DB04840
48754,DB00610,DB06268
48755,DB00610,DB06403
48756,DB00610,DB06445
48757,DB00610,DB06712
48758,DB00610,DB06762
48759,DB00610,DB07767
48760,DB00610,DB08836
48761,DB00610,DB08931
48762,DB00610,DB08932
48763,DB00610,DB08960
48764,DB00610,DB09026
48765,DB00610,DB09220
48766,DB00610,DB09235
48767,DB00610,DB09236
48768,DB00610,DB09238
48769,DB00610,DB09363
48770,DB00610,DB09477
48771,DB00610,DB11362
48772,DB00610,DB11720
48773,DB00610,DB11783
48774,DB00610,DB12054
48775,DB00610,DB12093
48776,DB00610,DB12465
48777,DB00610,DB12766
48778,DB00610,DB12945
48779,DB00610,DB13166
48780,DB00610,DB13211
48781,DB00610,DB13312
48782,DB00610,DB13374
48783,DB00610,DB13400
48784,DB00610,DB13410
48785,DB00610,DB13429
48786,DB00610,DB13435
48787,DB00610,DB13452
48788,DB00610,DB13532
48789,DB00610,DB13575
48790,DB00610,DB13604
48791,DB00611,DB00921
48792,DB00611,DB00366
48793,DB00611,DB00470
48794,DB00611,DB00450
48795,DB00611,DB00557
48796,DB00611,DB00653
48797,DB00611,DB01403
48798,DB00611,DB00765
48799,DB00611,DB01017
48800,DB00611,DB00486
48801,DB00611,DB01173
48802,DB00611,DB09117
48803,DB00611,DB08883
48804,DB00611,DB00413
48805,DB00611,DB00268
48806,DB00611,DB05271
48807,DB00611,DB06201
48808,DB00611,DB09072
48809,DB00611,DB09034
48810,DB00611,DB06204
48811,DB00611,DB01041
48812,DB00611,DB00425
48813,DB00611,DB06274
48814,DB00611,DB00035
48815,DB00611,DB00082
48816,DB00611,DB00202
48817,DB00611,DB00333
48818,DB00611,DB00601
48819,DB00611,DB06800
48820,DB00611,DB09049
48821,DB00611,DB00370
48822,DB00611,DB00176
48823,DB00611,DB00215
48824,DB00611,DB00476
48825,DB00611,DB00715
48826,DB00611,DB01104
48827,DB00611,DB01105
48828,DB00611,DB01149
48829,DB00611,DB04832
48830,DB00611,DB04884
48831,DB00611,DB04896
48832,DB00611,DB06700
48833,DB00611,DB06731
48834,DB00611,DB08918
48835,DB00611,DB08953
48836,DB00611,DB12693
48837,DB00611,DB13233
48838,DB00611,DB00898
48839,DB00611,DB00972
48840,DB00611,DB00484
48841,DB00611,DB00191
48842,DB00611,DB00852
48843,DB00611,DB00865
48844,DB00611,DB00937
48845,DB00611,DB01255
48846,DB00611,DB01365
48847,DB00611,DB01442
48848,DB00611,DB01454
48849,DB00611,DB01467
48850,DB00611,DB01484
48851,DB00611,DB01509
48852,DB00611,DB01556
48853,DB00611,DB01566
48854,DB00611,DB01576
48855,DB00611,DB01577
48856,DB00611,DB09480
48857,DB00611,DB12080
48858,DB00611,DB13108
48859,DB00611,DB13624
48860,DB00611,DB13703
48861,DB00611,DB13940
48862,DB00611,DB00657
48863,DB00611,DB01090
48864,DB00611,DB01116
48865,DB00611,DB01161
48866,DB00611,DB01288
48867,DB00611,DB01496
48868,DB00611,DB08838
48869,DB00611,DB00420
48870,DB00611,DB00477
48871,DB00611,DB00508
48872,DB00611,DB01069
48873,DB00611,DB00209
48874,DB00611,DB00219
48875,DB00611,DB00245
48876,DB00611,DB00280
48877,DB00611,DB00332
48878,DB00611,DB00340
48879,DB00611,DB00342
48880,DB00611,DB00354
48881,DB00611,DB00376
48882,DB00611,DB00383
48883,DB00611,DB00387
48884,DB00611,DB00392
48885,DB00611,DB00424
48886,DB00611,DB00434
48887,DB00611,DB00462
48888,DB00611,DB00496
48889,DB00611,DB00505
48890,DB00611,DB00517
48891,DB00612,DB00476
48892,DB00612,DB01235
48893,DB00612,DB00734
48894,DB00612,DB00243
48895,DB00612,DB09063
48896,DB00612,DB09083
48897,DB00612,DB08877
48898,DB00612,DB00346
48899,DB00612,DB01143
48900,DB00612,DB01119
48901,DB00612,DB00422
48902,DB00612,DB06701
48903,DB00612,DB08935
48904,DB00612,DB00806
48905,DB00612,DB00073
48906,DB00612,DB00315
48907,DB00612,DB00561
48908,DB00612,DB00830
48909,DB00612,DB00952
48910,DB00612,DB00998
48911,DB00612,DB02032
48912,DB00612,DB04581
48913,DB00612,DB04836
48914,DB00612,DB05562
48915,DB00612,DB06678
48916,DB00612,DB06690
48917,DB00612,DB08810
48918,DB00612,DB08841
48919,DB00612,DB08954
48920,DB00612,DB09016
48921,DB00612,DB09167
48922,DB00612,DB09307
48923,DB00612,DB11481
48924,DB00612,DB11755
48925,DB00612,DB12361
48926,DB00612,DB12551
48927,DB00612,DB12930
48928,DB00612,DB13064
48929,DB00612,DB13114
48930,DB00612,DB13225
48931,DB00612,DB13246
48932,DB00612,DB13323
48933,DB00612,DB13341
48934,DB00612,DB13384
48935,DB00612,DB13411
48936,DB00612,DB13453
48937,DB00612,DB13496
48938,DB00612,DB13510
48939,DB00612,DB13782
48940,DB00612,DB13852
48941,DB00612,DB14010
48942,DB00612,DB14231
48943,DB00612,DB00753
48944,DB00612,DB00899
48945,DB00612,DB01189
48946,DB00612,DB01126
48947,DB00612,DB00370
48948,DB00612,DB00708
48949,DB00612,DB01028
48950,DB00612,DB01159
48951,DB00612,DB01216
48952,DB00612,DB01236
48953,DB00612,DB01591
48954,DB00612,DB05271
48955,DB00612,DB06016
48956,DB00612,DB06148
48957,DB00612,DB06684
48958,DB00612,DB08815
48959,DB00612,DB09061
48960,DB00612,DB09289
48961,DB00612,DB12371
48962,DB00612,DB00216
48963,DB00612,DB00344
48964,DB00612,DB00802
48965,DB00612,DB00818
48966,DB00612,DB01392
48967,DB00612,DB13598
48968,DB00612,DB00813
48969,DB00612,DB01151
48970,DB00612,DB01242
48971,DB00612,DB08996
48972,DB00612,DB15685
48973,DB00612,DB01118
48974,DB00612,DB00297
48975,DB00612,DB00975
48976,DB00612,DB04855
48977,DB00612,DB08868
48978,DB00612,DB08976
48979,DB00612,DB00961
48980,DB00612,DB06709
48981,DB00612,DB00211
48982,DB00612,DB01115
48983,DB00612,DB08896
48984,DB00612,DB00989
48985,DB00612,DB09282
48986,DB00612,DB11564
48987,DB00612,DB00287
48988,DB00612,DB00869
48989,DB00612,DB00905
48990,DB00612,DB06826
48991,DB00613,DB06697
48992,DB00613,DB06708
48993,DB00613,DB00358
48994,DB00613,DB00834
48995,DB00613,DB00289
48996,DB00613,DB00495
48997,DB00613,DB00625
48998,DB00613,DB00372
48999,DB00613,DB00420
49000,DB00613,DB00433
49001,DB00613,DB00477
49002,DB00613,DB00508
49003,DB00613,DB00623
49004,DB00613,DB00679
49005,DB00613,DB00680
49006,DB00613,DB00831
49007,DB00613,DB00850
49008,DB00613,DB00933
49009,DB00613,DB01063
49010,DB00613,DB01069
49011,DB00613,DB01246
49012,DB00613,DB01403
49013,DB00613,DB01608
49014,DB00613,DB01614
49015,DB00613,DB01615
49016,DB00613,DB01621
49017,DB00613,DB01622
49018,DB00613,DB05687
49019,DB00613,DB09000
49020,DB00613,DB09241
49021,DB00613,DB11540
49022,DB00613,DB12710
49023,DB00613,DB13213
49024,DB00613,DB13382
49025,DB00613,DB13420
49026,DB00613,DB13784
49027,DB00613,DB14651
49028,DB00613,DB00250
49029,DB00613,DB00511
49030,DB00613,DB01078
49031,DB00613,DB01092
49032,DB00613,DB12843
49033,DB00613,DB13240
49034,DB00613,DB13307
49035,DB00613,DB13467
49036,DB00613,DB13537
49037,DB00613,DB13756
49038,DB00613,DB13401
49039,DB00613,DB00007
49040,DB00613,DB00014
49041,DB00613,DB00207
49042,DB00613,DB00218
49043,DB00613,DB00263
49044,DB00613,DB00333
49045,DB00613,DB00391
49046,DB00613,DB00393
49047,DB00613,DB00450
49048,DB00613,DB00526
49049,DB00613,DB00544
49050,DB00613,DB00556
49051,DB00613,DB00568
49052,DB00613,DB00572
49053,DB00613,DB00640
49054,DB00613,DB00738
49055,DB00613,DB00743
49056,DB00613,DB00748
49057,DB00613,DB00757
49058,DB00613,DB00778
49059,DB00613,DB00779
49060,DB00613,DB00827
49061,DB00613,DB00889
49062,DB00613,DB00922
49063,DB00613,DB00967
49064,DB00613,DB00976
49065,DB00613,DB00978
49066,DB00613,DB00985
49067,DB00613,DB01087
49068,DB00613,DB01113
49069,DB00613,DB01114
49070,DB00613,DB01155
49071,DB00613,DB01165
49072,DB00613,DB01227
49073,DB00613,DB01388
49074,DB00613,DB01599
49075,DB00613,DB02638
49076,DB00613,DB04825
49077,DB00613,DB04842
49078,DB00613,DB04948
49079,DB00613,DB04957
49080,DB00613,DB05223
49081,DB00613,DB05488
49082,DB00613,DB06160
49083,DB00613,DB06200
49084,DB00613,DB06334
49085,DB00613,DB06402
49086,DB00613,DB06600
49087,DB00613,DB06712
49088,DB00613,DB08799
49089,DB00613,DB08903
49090,DB00613,DB08980
49091,DB00614,DB00366
49092,DB00614,DB00470
49093,DB00614,DB00450
49094,DB00614,DB00557
49095,DB00614,DB00653
49096,DB00614,DB01403
49097,DB00614,DB00765
49098,DB00614,DB01017
49099,DB00614,DB00486
49100,DB00614,DB01173
49101,DB00614,DB09117
49102,DB00614,DB08883
49103,DB00614,DB00413
49104,DB00614,DB00268
49105,DB00614,DB05271
49106,DB00614,DB06201
49107,DB00614,DB09072
49108,DB00614,DB09034
49109,DB00614,DB01041
49110,DB00614,DB00425
49111,DB00614,DB00035
49112,DB00614,DB00091
49113,DB00614,DB00159
49114,DB00614,DB00244
49115,DB00614,DB00328
49116,DB00614,DB00353
49117,DB00614,DB00461
49118,DB00614,DB00465
49119,DB00614,DB00469
49120,DB00614,DB00482
49121,DB00614,DB00500
49122,DB00614,DB00533
49123,DB00614,DB00554
49124,DB00614,DB00573
49125,DB00614,DB00580
49126,DB00614,DB00586
49127,DB00614,DB00605
49128,DB00614,DB00699
49129,DB00614,DB00712
49130,DB00614,DB00749
49131,DB00614,DB00784
49132,DB00614,DB00788
49133,DB00614,DB00795
49134,DB00614,DB00812
49135,DB00614,DB00814
49136,DB00614,DB00821
49137,DB00614,DB00830
49138,DB00614,DB00861
49139,DB00614,DB00936
49140,DB00614,DB00939
49141,DB00614,DB00991
49142,DB00614,DB01009
49143,DB00614,DB01014
49144,DB00614,DB01050
49145,DB00614,DB01126
49146,DB00614,DB01182
49147,DB00614,DB01216
49148,DB00614,DB01250
49149,DB00614,DB01283
49150,DB00614,DB01364
49151,DB00614,DB01397
49152,DB00614,DB01399
49153,DB00614,DB01401
49154,DB00614,DB01419
49155,DB00614,DB01424
49156,DB00614,DB01435
49157,DB00614,DB01600
49158,DB00614,DB01628
49159,DB00614,DB02032
49160,DB00614,DB02224
49161,DB00614,DB03585
49162,DB00614,DB04552
49163,DB00614,DB04581
49164,DB00614,DB04812
49165,DB00614,DB04817
49166,DB00614,DB04828
49167,DB00614,DB04855
49168,DB00614,DB05095
49169,DB00614,DB05395
49170,DB00614,DB06152
49171,DB00614,DB06190
49172,DB00614,DB06725
49173,DB00614,DB06736
49174,DB00614,DB06737
49175,DB00614,DB06763
49176,DB00614,DB07402
49177,DB00614,DB07477
49178,DB00614,DB08439
49179,DB00614,DB08797
49180,DB00614,DB08841
49181,DB00614,DB08893
49182,DB00614,DB08925
49183,DB00614,DB08940
49184,DB00614,DB08942
49185,DB00614,DB08951
49186,DB00614,DB08955
49187,DB00614,DB08976
49188,DB00614,DB08981
49189,DB00614,DB08984
49190,DB00614,DB08985
49191,DB00615,DB01238
49192,DB00615,DB14185
49193,DB00615,DB00220
49194,DB00615,DB00224
49195,DB00615,DB00238
49196,DB00615,DB00503
49197,DB00615,DB01072
49198,DB00615,DB00758
49199,DB00615,DB00625
49200,DB00615,DB09101
49201,DB00615,DB06414
49202,DB00615,DB00701
49203,DB00615,DB01319
49204,DB00615,DB01181
49205,DB00615,DB00951
49206,DB00615,DB01601
49207,DB00615,DB08883
49208,DB00615,DB06817
49209,DB00615,DB01232
49210,DB00615,DB08934
49211,DB00615,DB00932
49212,DB00615,DB00682
49213,DB00615,DB01418
49214,DB00615,DB08496
49215,DB00615,DB08735
49216,DB00615,DB08736
49217,DB00615,DB14055
49218,DB00615,DB00688
49219,DB00615,DB01024
49220,DB00615,DB09268
49221,DB00615,DB00530
49222,DB00615,DB12768
49223,DB00615,DB14022
49224,DB00615,DB11642
49225,DB00615,DB08873
49226,DB00615,DB01264
49227,DB00615,DB14583
49228,DB00615,DB09046
49229,DB00615,DB00255
49230,DB00615,DB00294
49231,DB00615,DB00304
49232,DB00615,DB00351
49233,DB00615,DB00367
49234,DB00615,DB00396
49235,DB00615,DB00603
49236,DB00615,DB00717
49237,DB00615,DB00783
49238,DB00615,DB00823
49239,DB00615,DB00834
49240,DB00615,DB00957
49241,DB00615,DB01357
49242,DB00615,DB01395
49243,DB00615,DB04066
49244,DB00615,DB04574
49245,DB00615,DB04682
49246,DB00615,DB04839
49247,DB00615,DB05830
49248,DB00615,DB06266
49249,DB00615,DB06713
49250,DB00615,DB06730
49251,DB00615,DB06789
49252,DB00615,DB09123
49253,DB00615,DB09371
49254,DB00615,DB09389
49255,DB00615,DB09401
49256,DB00615,DB11507
49257,DB00615,DB11619
49258,DB00615,DB11636
49259,DB00615,DB12025
49260,DB00615,DB12474
49261,DB00615,DB13044
49262,DB00615,DB13310
49263,DB00615,DB13528
49264,DB00615,DB13563
49265,DB00615,DB13685
49266,DB00615,DB13857
49267,DB00615,DB13866
49268,DB00615,DB13944
49269,DB00615,DB13953
49270,DB00615,DB13954
49271,DB00615,DB13956
49272,DB00615,DB13981
49273,DB00615,DB14678
49274,DB00615,DB08867
49275,DB00615,DB00498
49276,DB00615,DB04665
49277,DB00615,DB13451
49278,DB00615,DB08794
49279,DB00615,DB13347
49280,DB00615,DB00186
49281,DB00615,DB00191
49282,DB00615,DB00207
49283,DB00615,DB00426
49284,DB00615,DB00567
49285,DB00615,DB01039
49286,DB00615,DB01098
49287,DB00615,DB01411
49288,DB00615,DB01431
49289,DB00615,DB01656
49290,DB00615,DB06201
49291,DB00616,DB00346
49292,DB00616,DB01143
49293,DB00616,DB01119
49294,DB00616,DB00422
49295,DB00616,DB06701
49296,DB00616,DB08935
49297,DB00616,DB00806
49298,DB00616,DB00073
49299,DB00616,DB00035
49300,DB00616,DB00091
49301,DB00616,DB00191
49302,DB00616,DB00211
49303,DB00616,DB00216
49304,DB00616,DB00221
49305,DB00616,DB00247
49306,DB00616,DB00248
49307,DB00616,DB00289
49308,DB00616,DB00292
49309,DB00616,DB00315
49310,DB00616,DB00320
49311,DB00616,DB00321
49312,DB00616,DB00344
49313,DB00616,DB00353
49314,DB00616,DB00368
49315,DB00616,DB00370
49316,DB00616,DB00388
49317,DB00616,DB00397
49318,DB00616,DB00420
49319,DB00616,DB00450
49320,DB00616,DB00490
49321,DB00616,DB00540
49322,DB00616,DB00543
49323,DB00616,DB00561
49324,DB00616,DB00572
49325,DB00616,DB00589
49326,DB00616,DB00610
49327,DB00616,DB00656
49328,DB00616,DB00668
49329,DB00616,DB00669
49330,DB00616,DB00696
49331,DB00616,DB00699
49332,DB00616,DB00723
49333,DB00616,DB00726
49334,DB00616,DB00734
49335,DB00616,DB00777
49336,DB00616,DB00802
49337,DB00616,DB00813
49338,DB00616,DB00816
49339,DB00616,DB00830
49340,DB00616,DB00831
49341,DB00616,DB00841
49342,DB00616,DB00852
49343,DB00616,DB00865
49344,DB00616,DB00867
49345,DB00616,DB00871
