id,source_id,condition_id,drug_id
2581,1,1065,DB00497
2582,1,994,DB00497
2583,1,1337,DB00497
2584,1,973,DB00497
2585,1,1065,DB00497
2586,1,994,DB00497
2587,1,1337,DB00497
2588,1,973,DB00497
2589,1,1065,DB00497
2590,1,994,DB00497
2591,1,1337,DB00497
2592,1,973,DB00497
2593,1,1065,DB00497
2594,1,1387,DB00261
2595,1,950,DB00261
2596,1,1319,DB00261
2597,1,1447,DB00261
2598,1,919,DB00261
2599,1,1458,DB00458
2600,1,994,DB00458
2601,1,595,DB00458
2602,1,819,DB00458
2603,1,718,DB00458
2604,1,612,DB00321
2605,1,994,DB00321
2606,1,682,DB00321
2607,1,595,DB00321
2608,1,973,DB00321
2609,1,1118,DB00408
2610,1,994,DB01242
2611,1,826,DB01242
2612,1,595,DB01242
2613,1,819,DB01242
2614,1,994,DB00540
2615,1,1458,DB00540
2616,1,595,DB00540
2617,1,1109,DB00540
2618,1,641,DB06799
2619,1,1013,DB06799
2620,1,1196,DB06799
2621,1,641,DB06799
2622,1,1013,DB06799
2623,1,1196,DB06799
2624,1,1009,DB00200
2625,1,910,DB00200
2626,1,764,DB00200
2627,1,1102,DB00200
2628,1,828,DB00741
2629,1,1454,DB00741
2630,1,1396,DB00741
2631,1,844,DB00741
2632,1,934,DB00741
2633,1,811,DB00741
2634,1,869,DB00741
2635,1,1077,DB00741
2636,1,1124,DB00741
2637,1,1056,DB00741
2638,1,1116,DB00741
2639,1,1330,DB00741
2640,1,1401,DB00741
2641,1,1298,DB00741
2642,1,1192,DB00741
2643,1,828,DB00741
2644,1,1454,DB00741
2645,1,1396,DB00741
2646,1,844,DB00741
2647,1,934,DB00741
2648,1,811,DB00741
2649,1,869,DB00741
2650,1,1077,DB00741
2651,1,1124,DB00741
2652,1,1056,DB00741
2653,1,1116,DB00741
2654,1,1330,DB00741
2655,1,1401,DB00741
2656,1,1298,DB00741
2657,1,1192,DB00741
2658,1,828,DB00741
2659,1,1454,DB00741
2660,1,1396,DB00741
2661,1,844,DB00741
2662,1,934,DB00741
2663,1,811,DB00741
2664,1,869,DB00741
2665,1,1077,DB00741
2666,1,1124,DB00741
2667,1,1056,DB00741
2668,1,1116,DB00741
2669,1,1330,DB00741
2670,1,1401,DB00741
2671,1,1298,DB00741
2672,1,1192,DB00741
2673,1,828,DB00741
2674,1,1454,DB00741
2675,1,1396,DB00741
2676,1,844,DB00741
2677,1,934,DB00741
2678,1,811,DB00741
2679,1,869,DB00741
2680,1,1077,DB00741
2681,1,1124,DB00741
2682,1,1056,DB00741
2683,1,1116,DB00741
2684,1,1330,DB00741
2685,1,1401,DB00741
2686,1,1298,DB00741
2687,1,1192,DB00741
2688,1,828,DB00741
2689,1,1454,DB00741
2690,1,1396,DB00741
2691,1,844,DB00741
2692,1,934,DB00741
2693,1,811,DB00741
2694,1,869,DB00741
2695,1,1077,DB00741
2696,1,1124,DB00741
2697,1,1056,DB00741
2698,1,1116,DB00741
2699,1,1330,DB00741
2700,1,1401,DB00741
2701,1,1298,DB00741
2702,1,1192,DB00741
2703,1,828,DB00741
2704,1,1454,DB00741
2705,1,1396,DB00741
2706,1,844,DB00741
2707,1,934,DB00741
2708,1,811,DB00741
2709,1,869,DB00741
2710,1,1077,DB00741
2711,1,1124,DB00741
2712,1,1056,DB00741
2713,1,1116,DB00741
2714,1,1330,DB00741
2715,1,1401,DB00741
2716,1,1298,DB00741
2717,1,1192,DB00741
2718,1,994,DB00193
2719,1,994,DB00193
2720,1,994,DB00193
2721,1,1311,DB01104
2722,1,814,DB01104
2723,1,954,DB01104
2724,1,819,DB01104
2725,1,595,DB01104
2726,1,699,DB01104
2727,1,1334,DB01104
2728,1,826,DB01104
2729,1,1109,DB01104
2730,1,1042,DB06724
2731,1,775,DB06724
2732,1,1264,DB06724
2733,1,1428,DB06724
2734,1,1235,DB06724
2735,1,604,DB06724
2736,1,971,DB06724
2737,1,818,DB06724
2738,1,1240,DB06724
2739,1,1383,DB06724
2740,1,1042,DB06724
2741,1,775,DB06724
2742,1,1428,DB06724
2743,1,1264,DB06724
2744,1,1235,DB06724
2745,1,604,DB06724
2746,1,971,DB06724
2747,1,818,DB06724
2748,1,1240,DB06724
2749,1,1383,DB06724
2750,1,1139,DB00921
2751,1,1337,DB00921
2752,1,694,DB00921
2753,1,612,DB00921
2754,1,940,DB00921
2755,1,994,DB00921
2756,1,1364,DB00921
2757,1,1408,DB00921
2758,1,655,DB00921
2759,1,973,DB00921
2760,1,1139,DB00921
2761,1,1337,DB00921
2762,1,694,DB00921
2763,1,612,DB00921
2764,1,940,DB00921
2765,1,994,DB00921
2766,1,1364,DB00921
2767,1,1408,DB00921
2768,1,655,DB00921
2769,1,973,DB00921
2770,1,994,DB00295
2771,1,973,DB00295
2772,1,1420,DB00295
2773,1,994,DB00295
2774,1,973,DB00295
2775,1,1420,DB00295
2776,1,994,DB00295
2777,1,973,DB00295
2778,1,1420,DB00295
2779,1,994,DB00295
2780,1,973,DB00295
2781,1,1420,DB00295
2782,1,994,DB00295
2783,1,973,DB00295
2784,1,1420,DB00295
2785,1,994,DB00295
2786,1,973,DB00295
2787,1,1420,DB00295
2788,1,994,DB00295
2789,1,973,DB00295
2790,1,1420,DB00295
2791,1,994,DB00295
2792,1,973,DB00295
2793,1,1420,DB00295
2794,1,1295,DB00230
2795,1,1137,DB00230
2796,1,873,DB00230
2797,1,612,DB00230
2798,1,1311,DB00230
2799,1,1300,DB00230
2800,1,907,DB00230
2801,1,684,DB00230
2802,1,1109,DB00230
2803,1,1364,DB00230
2804,1,1408,DB00230
2805,1,1397,DB00230
2806,1,899,DB00230
2807,1,655,DB00230
2808,1,1009,DB00230
2809,1,973,DB00230
2810,1,1312,DB00230
2811,1,644,DB00230
2812,1,1295,DB00230
2813,1,1137,DB00230
2814,1,873,DB00230
2815,1,612,DB00230
2816,1,1311,DB00230
2817,1,1300,DB00230
2818,1,907,DB00230
2819,1,684,DB00230
2820,1,1109,DB00230
2821,1,1364,DB00230
2822,1,1408,DB00230
2823,1,1397,DB00230
2824,1,899,DB00230
2825,1,655,DB00230
2826,1,1009,DB00230
2827,1,973,DB00230
2828,1,1312,DB00230
2829,1,644,DB00230
2830,1,1295,DB00230
2831,1,1137,DB00230
2832,1,873,DB00230
2833,1,612,DB00230
2834,1,1311,DB00230
2835,1,1300,DB00230
2836,1,907,DB00230
2837,1,684,DB00230
2838,1,1109,DB00230
2839,1,1364,DB00230
2840,1,1408,DB00230
2841,1,1397,DB00230
2842,1,899,DB00230
2843,1,655,DB00230
2844,1,1009,DB00230
2845,1,973,DB00230
2846,1,1312,DB00230
2847,1,644,DB00230
2848,1,1295,DB00230
2849,1,1137,DB00230
2850,1,873,DB00230
2851,1,612,DB00230
2852,1,1311,DB00230
2853,1,1300,DB00230
2854,1,907,DB00230
2855,1,684,DB00230
2856,1,1109,DB00230
2857,1,1364,DB00230
2858,1,1408,DB00230
2859,1,1397,DB00230
2860,1,899,DB00230
2861,1,655,DB00230
2862,1,1009,DB00230
2863,1,973,DB00230
2864,1,1312,DB00230
2865,1,644,DB00230
2866,1,1295,DB00230
2867,1,1137,DB00230
2868,1,873,DB00230
2869,1,612,DB00230
2870,1,1311,DB00230
2871,1,1300,DB00230
2872,1,907,DB00230
2873,1,684,DB00230
2874,1,1109,DB00230
2875,1,1364,DB00230
2876,1,1408,DB00230
2877,1,1397,DB00230
2878,1,899,DB00230
2879,1,655,DB00230
2880,1,1009,DB00230
2881,1,973,DB00230
2882,1,1312,DB00230
2883,1,644,DB00230
2884,1,1295,DB00230
2885,1,1137,DB00230
2886,1,873,DB00230
2887,1,612,DB00230
2888,1,1311,DB00230
2889,1,1300,DB00230
2890,1,907,DB00230
2891,1,684,DB00230
2892,1,1109,DB00230
2893,1,1364,DB00230
2894,1,1408,DB00230
2895,1,1397,DB00230
2896,1,899,DB00230
2897,1,655,DB00230
2898,1,1009,DB00230
2899,1,973,DB00230
2900,1,1312,DB00230
2901,1,644,DB00230
2902,1,1295,DB00230
2903,1,1137,DB00230
2904,1,873,DB00230
2905,1,612,DB00230
2906,1,1311,DB00230
2907,1,1300,DB00230
2908,1,907,DB00230
2909,1,684,DB00230
2910,1,1109,DB00230
2911,1,1364,DB00230
2912,1,1408,DB00230
2913,1,1397,DB00230
2914,1,899,DB00230
2915,1,655,DB00230
2916,1,1009,DB00230
2917,1,973,DB00230
2918,1,1312,DB00230
2919,1,644,DB00230
2920,1,1295,DB00230
2921,1,1137,DB00230
2922,1,873,DB00230
2923,1,612,DB00230
2924,1,1311,DB00230
2925,1,1300,DB00230
2926,1,907,DB00230
2927,1,684,DB00230
2928,1,1109,DB00230
2929,1,1364,DB00230
2930,1,1408,DB00230
2931,1,1397,DB00230
2932,1,899,DB00230
2933,1,655,DB00230
2934,1,1009,DB00230
2935,1,973,DB00230
2936,1,1312,DB00230
2937,1,644,DB00230
2938,1,1185,DB00675
2939,1,1314,DB00675
2940,1,1212,DB00675
2941,1,1178,DB01043
2942,1,1035,DB01043
2943,1,903,DB01043
2944,1,631,DB01043
2945,1,1178,DB01043
2946,1,1035,DB01043
2947,1,903,DB01043
2948,1,631,DB01043
2949,1,1109,DB00490
2950,1,1365,DB00490
2951,1,595,DB00490
2952,1,684,DB00490
2953,1,1100,DB00762
2954,1,1212,DB00762
2955,1,1038,DB00762
2956,1,1362,DB00762
2957,1,1153,DB00762
2958,1,1185,DB00762
2959,1,1371,DB00762
2960,1,930,DB00762
2961,1,1345,DB00762
2962,1,885,DB00762
2963,1,917,DB00762
2964,1,1190,DB00762
2965,1,739,DB00762
2966,1,884,DB00762
2967,1,833,DB00762
2968,1,1310,DB00762
2969,1,1245,DB00762
2970,1,1396,DB00741
2971,1,1454,DB00741
2972,1,828,DB00741
2973,1,1124,DB00741
2974,1,844,DB00741
2975,1,1056,DB00741
2976,1,934,DB00741
2977,1,811,DB00741
2978,1,1077,DB00741
2979,1,1116,DB00741
2980,1,1330,DB00741
2981,1,869,DB00741
2982,1,1401,DB00741
2983,1,1298,DB00741
2984,1,1192,DB00741
2985,1,828,DB00741
2986,1,1454,DB00741
2987,1,1396,DB00741
2988,1,844,DB00741
2989,1,934,DB00741
2990,1,811,DB00741
2991,1,869,DB00741
2992,1,1077,DB00741
2993,1,1124,DB00741
2994,1,1056,DB00741
2995,1,1116,DB00741
2996,1,1330,DB00741
2997,1,1401,DB00741
2998,1,1298,DB00741
2999,1,1192,DB00741
3000,1,828,DB00741
3001,1,1454,DB00741
3002,1,1396,DB00741
3003,1,844,DB00741
3004,1,934,DB00741
3005,1,811,DB00741
3006,1,869,DB00741
3007,1,1077,DB00741
3008,1,1124,DB00741
3009,1,1056,DB00741
3010,1,1116,DB00741
3011,1,1330,DB00741
3012,1,1401,DB00741
3013,1,1298,DB00741
3014,1,1192,DB00741
3015,1,828,DB00741
3016,1,1454,DB00741
3017,1,1396,DB00741
3018,1,844,DB00741
3019,1,934,DB00741
3020,1,811,DB00741
3021,1,869,DB00741
3022,1,1077,DB00741
3023,1,1124,DB00741
3024,1,1056,DB00741
3025,1,1116,DB00741
3026,1,1330,DB00741
3027,1,1401,DB00741
3028,1,1298,DB00741
3029,1,1192,DB00741
3030,1,916,DB04855
3031,1,840,DB04855
3032,1,965,DB00787
3033,1,780,DB00787
3034,1,1011,DB00787
3035,1,1413,DB00787
3036,1,1397,DB00787
3037,1,1161,DB00787
3038,1,793,DB00787
3039,1,703,DB00787
3040,1,965,DB00787
3041,1,780,DB00787
3042,1,1011,DB00787
3043,1,1413,DB00787
3044,1,1397,DB00787
3045,1,1161,DB00787
3046,1,793,DB00787
3047,1,703,DB00787
3048,1,608,DB00203
3049,1,672,DB00203
3050,1,627,DB00203
3051,1,608,DB00203
3052,1,672,DB00203
3053,1,627,DB00203
3054,1,608,DB00203
3055,1,672,DB00203
3056,1,627,DB00203
3057,1,608,DB00203
3058,1,672,DB00203
3059,1,627,DB00203
3060,1,608,DB00203
3061,1,672,DB00203
3062,1,627,DB00203
3063,1,608,DB00203
3064,1,672,DB00203
3065,1,627,DB00203
3066,1,608,DB00203
3067,1,672,DB00203
3068,1,627,DB00203
3069,1,1202,DB01577
3070,1,1458,DB01577
3071,1,968,DB01577
3072,1,1100,DB00997
3073,1,1453,DB00997
3074,1,1278,DB00997
3075,1,1066,DB00997
3076,1,621,DB00997
3077,1,787,DB00997
3078,1,1455,DB00997
3079,1,1043,DB00997
3080,1,1189,DB00997
3081,1,666,DB00997
3082,1,946,DB00997
3083,1,1263,DB00997
3084,1,881,DB00997
3085,1,1416,DB00997
3086,1,1328,DB00997
3087,1,671,DB00997
3088,1,668,DB00997
3089,1,600,DB00997
3090,1,747,DB00997
3091,1,898,DB00997
3092,1,1212,DB00997
3093,1,765,DB00997
3094,1,1362,DB00997
3095,1,1242,DB00993
3096,1,1076,DB00993
3097,1,594,DB00993
3098,1,872,DB00993
3099,1,1215,DB00993
3100,1,1009,DB00993
3101,1,660,DB00993
3102,1,1298,DB00993
3103,1,689,DB00993
3104,1,1242,DB00993
3105,1,1076,DB00993
3106,1,594,DB00993
3107,1,872,DB00993
3108,1,1215,DB00993
3109,1,1009,DB00993
3110,1,660,DB00993
3111,1,1298,DB00993
3112,1,689,DB00993
3113,1,1359,DB00331
3114,1,616,DB00331
3115,1,1359,DB00331
3116,1,616,DB00331
3117,1,1359,DB00331
3118,1,616,DB00331
3119,1,1359,DB00331
3120,1,616,DB00331
3121,1,587,DB00328
3122,1,904,DB00328
3123,1,880,DB00328
3124,1,654,DB00328
3125,1,811,DB00328
3126,1,994,DB00328
3127,1,1320,DB00328
3128,1,869,DB00328
3129,1,1215,DB00328
3130,1,587,DB00328
3131,1,904,DB00328
3132,1,880,DB00328
3133,1,654,DB00328
3134,1,811,DB00328
3135,1,994,DB00328
3136,1,1320,DB00328
3137,1,869,DB00328
3138,1,1215,DB00328
3139,1,826,DB00176
3140,1,595,DB00176
3141,1,819,DB00176
3142,1,1109,DB00176
3143,1,1042,DB00258
3144,1,788,DB00258
3145,1,775,DB00258
3146,1,1042,DB00258
3147,1,788,DB00258
3148,1,775,DB00258
3149,1,1042,DB00258
3150,1,788,DB00258
3151,1,775,DB00258
3152,1,1042,DB00258
3153,1,788,DB00258
3154,1,775,DB00258
3155,1,991,DB00264
3156,1,879,DB00264
3157,1,840,DB00264
3158,1,916,DB00264
3159,1,887,DB00264
3160,1,624,DB00264
3161,1,1430,DB00264
3162,1,637,DB00264
3163,1,1000,DB00264
3164,1,1390,DB00264
3165,1,991,DB00264
3166,1,879,DB00264
3167,1,840,DB00264
3168,1,916,DB00264
3169,1,887,DB00264
3170,1,624,DB00264
3171,1,1430,DB00264
3172,1,637,DB00264
3173,1,1000,DB00264
3174,1,1390,DB00264
3175,1,1195,DB00501
3176,1,1428,DB00501
3177,1,1264,DB00501
3178,1,604,DB00501
3179,1,938,DB00501
3180,1,818,DB00501
3181,1,1240,DB00501
3182,1,1444,DB00501
3183,1,1383,DB00501
3184,1,755,DB00834
3185,1,1085,DB00834
3186,1,884,DB00834
3187,1,991,DB00335
3188,1,879,DB00335
3189,1,916,DB00335
3190,1,624,DB00335
3191,1,1430,DB00335
3192,1,637,DB00335
3193,1,1390,DB00335
3194,1,650,DB00601
3195,1,641,DB00601
3196,1,861,DB00601
3197,1,797,DB00601
3198,1,745,DB00601
3199,1,683,DB00601
3200,1,994,DB00956
3201,1,791,DB00956
3202,1,1341,DB00956
3203,1,994,DB00956
3204,1,791,DB00956
3205,1,1341,DB00956
3206,1,839,DB00423
3207,1,750,DB00423
3208,1,994,DB00423
3209,1,939,DB00423
3210,1,806,DB00423
3211,1,1139,DB00921
3212,1,1337,DB00921
3213,1,694,DB00921
3214,1,612,DB00921
3215,1,940,DB00921
3216,1,994,DB00921
3217,1,1364,DB00921
3218,1,1408,DB00921
3219,1,655,DB00921
3220,1,973,DB00921
3221,1,1139,DB00921
3222,1,1337,DB00921
3223,1,694,DB00921
3224,1,612,DB00921
3225,1,940,DB00921
3226,1,994,DB00921
3227,1,1364,DB00921
3228,1,1408,DB00921
3229,1,655,DB00921
3230,1,973,DB00921
3231,1,1400,DB01068
3232,1,605,DB01068
3233,1,1101,DB01068
3234,1,1311,DB01068
3235,1,907,DB01068
3236,1,812,DB01068
3237,1,684,DB01068
3238,1,682,DB01068
3239,1,899,DB01068
3240,1,819,DB01068
3241,1,920,DB01068
3242,1,702,DB01068
3243,1,1334,DB01068
3244,1,1315,DB01068
3245,1,804,DB01068
3246,1,1109,DB01068
3247,1,899,DB05541
3248,1,1307,DB00668
3249,1,900,DB00668
3250,1,721,DB00668
3251,1,768,DB00668
3252,1,1203,DB00668
3253,1,1285,DB00668
3254,1,1440,DB00668
3255,1,1052,DB00668
3256,1,1390,DB00668
3257,1,1307,DB00668
3258,1,721,DB00668
3259,1,1203,DB00668
3260,1,768,DB00668
3261,1,1285,DB00668
3262,1,1440,DB00668
3263,1,1390,DB00668
3264,1,1052,DB00668
3265,1,900,DB00668
3266,1,1307,DB00668
3267,1,721,DB00668
3268,1,1203,DB00668
3269,1,768,DB00668
3270,1,1285,DB00668
3271,1,1440,DB00668
3272,1,1390,DB00668
3273,1,1052,DB00668
3274,1,900,DB00668
3275,1,1458,DB00575
3276,1,686,DB00575
3277,1,1145,DB00575
3278,1,637,DB00575
3279,1,1225,DB00575
3280,1,999,DB00575
3281,1,1458,DB00575
3282,1,686,DB00575
3283,1,1145,DB00575
3284,1,637,DB00575
3285,1,1225,DB00575
3286,1,999,DB00575
3287,1,916,DB01118
3288,1,840,DB01118
3289,1,854,DB01118
3290,1,887,DB01118
3291,1,624,DB01118
3292,1,1000,DB01118
3293,1,1390,DB01118
3294,1,840,DB01118
3295,1,916,DB01118
3296,1,854,DB01118
3297,1,887,DB01118
3298,1,624,DB01118
3299,1,1000,DB01118
3300,1,1390,DB01118
3301,1,840,DB01118
3302,1,916,DB01118
3303,1,854,DB01118
3304,1,887,DB01118
3305,1,624,DB01118
3306,1,1000,DB01118
3307,1,1390,DB01118
3308,1,1021,DB00213
3309,1,1264,DB00213
3310,1,1114,DB00213
3311,1,604,DB00213
3312,1,938,DB00213
3313,1,818,DB00213
3314,1,971,DB00213
3315,1,931,DB00213
3316,1,1240,DB00213
3317,1,1444,DB00213
3318,1,1289,DB00213
3319,1,1021,DB00213
3320,1,1264,DB00213
3321,1,1114,DB00213
3322,1,604,DB00213
3323,1,938,DB00213
3324,1,931,DB00213
3325,1,971,DB00213
3326,1,818,DB00213
3327,1,1240,DB00213
3328,1,1444,DB00213
3329,1,1289,DB00213
3330,1,1021,DB00213
3331,1,1264,DB00213
3332,1,1114,DB00213
3333,1,604,DB00213
3334,1,938,DB00213
3335,1,931,DB00213
3336,1,971,DB00213
3337,1,818,DB00213
3338,1,1240,DB00213
3339,1,1444,DB00213
3340,1,1289,DB00213
3341,1,1101,DB00334
3342,1,814,DB00334
3343,1,684,DB00334
3344,1,903,DB00334
3345,1,1268,DB00334
3346,1,682,DB00334
3347,1,1221,DB00334
3348,1,1441,DB00334
3349,1,1118,DB00334
3350,1,702,DB00334
3351,1,1315,DB00334
3352,1,826,DB00334
3353,1,1109,DB00334
3354,1,830,DB01238
3355,1,1101,DB01238
3356,1,814,DB01238
3357,1,684,DB01238
3358,1,1068,DB01238
3359,1,1145,DB01238
3360,1,903,DB01238
3361,1,1268,DB01238
3362,1,1441,DB01238
3363,1,1221,DB01238
3364,1,1178,DB01238
3365,1,1334,DB01238
3366,1,826,DB01238
3367,1,830,DB01238
3368,1,1101,DB01238
3369,1,814,DB01238
3370,1,684,DB01238
3371,1,1068,DB01238
3372,1,1145,DB01238
3373,1,903,DB01238
3374,1,1268,DB01238
3375,1,1221,DB01238
3376,1,1441,DB01238
3377,1,1178,DB01238
3378,1,1334,DB01238
3379,1,826,DB01238
3380,1,830,DB01238
3381,1,1101,DB01238
3382,1,814,DB01238
3383,1,684,DB01238
3384,1,1068,DB01238
3385,1,1145,DB01238
3386,1,903,DB01238
3387,1,1268,DB01238
3388,1,1221,DB01238
3389,1,1441,DB01238
3390,1,1178,DB01238
3391,1,1334,DB01238
3392,1,826,DB01238
3393,1,1101,DB00334
3394,1,814,DB00334
3395,1,684,DB00334
3396,1,682,DB00334
3397,1,1268,DB00334
3398,1,903,DB00334
3399,1,1441,DB00334
3400,1,1221,DB00334
3401,1,1118,DB00334
3402,1,702,DB00334
3403,1,1315,DB00334
3404,1,826,DB00334
3405,1,1109,DB00334
3406,1,1032,DB01060
3407,1,1382,DB01060
3408,1,1347,DB01060
3409,1,641,DB01060
3410,1,962,DB01060
3411,1,818,DB01060
3412,1,850,DB01060
3413,1,570,DB01060
3414,1,1146,DB01060
3415,1,1444,DB01060
3416,1,865,DB01060
3417,1,730,DB01060
3418,1,1032,DB01060
3419,1,1382,DB01060
3420,1,1347,DB01060
3421,1,641,DB01060
3422,1,962,DB01060
3423,1,818,DB01060
3424,1,850,DB01060
3425,1,570,DB01060
3426,1,1146,DB01060
3427,1,1444,DB01060
3428,1,865,DB01060
3429,1,730,DB01060
3430,1,1145,DB01100
3431,1,1301,DB01100
3432,1,812,DB01100
3433,1,1118,DB01100
3434,1,1337,DB01224
3435,1,1068,DB01224
3436,1,682,DB01224
3437,1,702,DB01224
3438,1,830,DB01224
3439,1,684,DB01224
3440,1,1221,DB01224
3441,1,1118,DB01224
3442,1,1178,DB01224
3443,1,1334,DB01224
3444,1,1109,DB01224
3445,1,571,DB01224
3446,1,1268,DB01224
3447,1,1441,DB01224
3448,1,1315,DB01224
3449,1,1311,DB01224
3450,1,814,DB01224
3451,1,903,DB01224
3452,1,826,DB01224
3453,1,1440,DB01210
3454,1,928,DB01210
3455,1,1126,DB05521
3456,1,1110,DB00553
3457,1,704,DB00553
3458,1,952,DB00553
3459,1,1131,DB00553
3460,1,948,DB00553
3461,1,1110,DB00553
3462,1,704,DB00553
3463,1,952,DB00553
3464,1,1131,DB00553
3465,1,948,DB00553
3466,1,684,DB06684
3467,1,1101,DB00334
3468,1,814,DB00334
3469,1,684,DB00334
3470,1,903,DB00334
3471,1,1268,DB00334
3472,1,682,DB00334
3473,1,1221,DB00334
3474,1,1441,DB00334
3475,1,1118,DB00334
3476,1,702,DB00334
3477,1,1315,DB00334
3478,1,826,DB00334
3479,1,1109,DB00334
3480,1,1101,DB00334
3481,1,814,DB00334
3482,1,684,DB00334
3483,1,903,DB00334
3484,1,1268,DB00334
3485,1,682,DB00334
3486,1,1221,DB00334
3487,1,1441,DB00334
3488,1,1118,DB00334
3489,1,702,DB00334
3490,1,1315,DB00334
3491,1,826,DB00334
3492,1,1109,DB00334
3493,1,1101,DB00334
3494,1,814,DB00334
3495,1,684,DB00334
3496,1,903,DB00334
3497,1,1268,DB00334
3498,1,682,DB00334
3499,1,1221,DB00334
3500,1,1441,DB00334
3501,1,1118,DB00334
3502,1,702,DB00334
3503,1,1315,DB00334
3504,1,826,DB00334
3505,1,1109,DB00334
3506,1,1101,DB00334
3507,1,814,DB00334
3508,1,684,DB00334
3509,1,903,DB00334
3510,1,1268,DB00334
3511,1,682,DB00334
3512,1,1221,DB00334
3513,1,1441,DB00334
3514,1,1118,DB00334
3515,1,702,DB00334
3516,1,1315,DB00334
3517,1,826,DB00334
3518,1,1109,DB00334
3519,1,1331,DB11596
3520,1,1071,DB00759
3521,1,911,DB00759
3522,1,962,DB00759
3523,1,582,DB00759
3524,1,1444,DB00759
3525,1,865,DB00759
3526,1,730,DB00759
3527,1,1396,DB00741
3528,1,1454,DB00741
3529,1,828,DB00741
3530,1,1124,DB00741
3531,1,844,DB00741
3532,1,934,DB00741
3533,1,811,DB00741
3534,1,869,DB00741
3535,1,1330,DB00741
3536,1,1116,DB00741
3537,1,1056,DB00741
3538,1,1077,DB00741
3539,1,1401,DB00741
3540,1,1298,DB00741
3541,1,1192,DB00741
3542,1,828,DB00741
3543,1,1454,DB00741
3544,1,1396,DB00741
3545,1,844,DB00741
3546,1,934,DB00741
3547,1,811,DB00741
3548,1,869,DB00741
3549,1,1077,DB00741
3550,1,1124,DB00741
3551,1,1056,DB00741
3552,1,1116,DB00741
3553,1,1330,DB00741
3554,1,1401,DB00741
3555,1,1298,DB00741
3556,1,1192,DB00741
3557,1,731,DB00627
3558,1,1286,DB00627
3559,1,731,DB00627
3560,1,1286,DB00627
3561,1,731,DB00627
3562,1,1286,DB00627
3563,1,948,DB00136
3564,1,838,DB00136
3565,1,1159,DB00136
3566,1,948,DB00136
3567,1,838,DB00136
3568,1,1159,DB00136
3569,1,838,DB00153
3570,1,1091,DB00153
3571,1,1000,DB00177
3572,1,879,DB00177
3573,1,637,DB00177
3574,1,948,DB02300
3575,1,986,DB02300
3576,1,948,DB02300
3577,1,986,DB02300
3578,1,948,DB02300
3579,1,986,DB02300
3580,1,775,DB00910
3581,1,697,DB00910
3582,1,1384,DB00910
3583,1,1159,DB00910
3584,1,596,DB00910
3585,1,713,DB05018
3586,1,1071,DB00671
3587,1,1032,DB00671
3588,1,650,DB00671
3589,1,641,DB00671
3590,1,1036,DB00671
3591,1,861,DB00671
3592,1,1146,DB00671
3593,1,693,DB00671
3594,1,1008,DB00671
3595,1,865,DB00671
3596,1,730,DB00671
3597,1,1337,DB00186
3598,1,889,DB00186
3599,1,684,DB00186
3600,1,953,DB00186
3601,1,682,DB00186
3602,1,632,DB00186
3603,1,576,DB00186
3604,1,1118,DB00186
3605,1,595,DB00186
3606,1,1315,DB00186
3607,1,1109,DB00186
3608,1,1042,DB06643
3609,1,1065,DB06643
3610,1,1114,DB06643
3611,1,1432,DB06643
3612,1,1014,DB06643
3613,1,736,DB06643
3614,1,1240,DB06643
3615,1,1282,DB06643
3616,1,715,DB06643
3617,1,1364,DB06643
3618,1,1451,DB06643
3619,1,1190,DB06643
3620,1,1180,DB06643
3621,1,1159,DB06643
3622,1,1171,DB06643
3623,1,1042,DB06643
3624,1,1065,DB06643
3625,1,1114,DB06643
3626,1,1432,DB06643
3627,1,1014,DB06643
3628,1,736,DB06643
3629,1,1240,DB06643
3630,1,1282,DB06643
3631,1,715,DB06643
3632,1,1364,DB06643
3633,1,1451,DB06643
3634,1,1190,DB06643
3635,1,1180,DB06643
3636,1,1159,DB06643
3637,1,1171,DB06643
3638,1,969,DB01211
3639,1,861,DB01211
3640,1,818,DB01211
3641,1,656,DB01211
3642,1,1071,DB01211
3643,1,1347,DB01211
3644,1,1444,DB01211
3645,1,683,DB01211
3646,1,1370,DB01211
3647,1,1168,DB01211
3648,1,1032,DB01211
3649,1,1036,DB01211
3650,1,962,DB01211
3651,1,1281,DB01211
3652,1,797,DB01211
3653,1,1343,DB01211
3654,1,714,DB01211
3655,1,1046,DB01211
3656,1,1236,DB01211
3657,1,1146,DB01211
3658,1,1426,DB01211
3659,1,598,DB00916
3660,1,1377,DB00916
3661,1,1423,DB00916
3662,1,891,DB00916
3663,1,623,DB00916
3664,1,822,DB00916
3665,1,1004,DB00916
3666,1,1053,DB00916
3667,1,979,DB00916
3668,1,1444,DB00916
3669,1,797,DB00916
3670,1,1370,DB00916
3671,1,831,DB00916
3672,1,656,DB00916
3673,1,1306,DB00916
3674,1,598,DB00916
3675,1,1377,DB00916
3676,1,1423,DB00916
3677,1,891,DB00916
3678,1,623,DB00916
3679,1,822,DB00916
3680,1,1004,DB00916
3681,1,1053,DB00916
3682,1,979,DB00916
3683,1,1444,DB00916
3684,1,797,DB00916
3685,1,1370,DB00916
3686,1,831,DB00916
3687,1,656,DB00916
3688,1,1306,DB00916
3689,1,598,DB00916
3690,1,1377,DB00916
3691,1,1423,DB00916
3692,1,891,DB00916
3693,1,623,DB00916
3694,1,822,DB00916
3695,1,1004,DB00916
3696,1,1053,DB00916
3697,1,979,DB00916
